item_name,item_type,source,target,item_value,source_survey_itemID,target_survey_itemID
D11,RESPONSE, Extremely important, äußerst wichtig,10,ESS_R01_2002_ENG_SOURCE_103,ESS_R01_2002_GER_DE_105
D11,RESPONSE, (Don't know),(Weiß nicht),888,ESS_R01_2002_ENG_SOURCE_103,ESS_R01_2002_GER_DE_105
D12,RESPONSE, Extremely unimportant, äußerst unwichtig,0,ESS_R01_2002_ENG_SOURCE_104,ESS_R01_2002_GER_DE_106
D12,RESPONSE,1,1,1,ESS_R01_2002_ENG_SOURCE_104,ESS_R01_2002_GER_DE_106
D12,RESPONSE,2,2,2,ESS_R01_2002_ENG_SOURCE_104,ESS_R01_2002_GER_DE_106
D12,RESPONSE,3,3,3,ESS_R01_2002_ENG_SOURCE_104,ESS_R01_2002_GER_DE_106
D12,RESPONSE,4,4,4,ESS_R01_2002_ENG_SOURCE_104,ESS_R01_2002_GER_DE_106
D12,RESPONSE,5,5,5,ESS_R01_2002_ENG_SOURCE_104,ESS_R01_2002_GER_DE_106
D12,RESPONSE,6,6,6,ESS_R01_2002_ENG_SOURCE_104,ESS_R01_2002_GER_DE_106
D12,RESPONSE,7,7,7,ESS_R01_2002_ENG_SOURCE_104,ESS_R01_2002_GER_DE_106
D12,RESPONSE,8,8,8,ESS_R01_2002_ENG_SOURCE_104,ESS_R01_2002_GER_DE_106
D12,RESPONSE,9,9,9,ESS_R01_2002_ENG_SOURCE_104,ESS_R01_2002_GER_DE_106
D12,RESPONSE, Extremely important, äußerst wichtig,10,ESS_R01_2002_ENG_SOURCE_104,ESS_R01_2002_GER_DE_106
D12,RESPONSE, (Don't know),(Weiß nicht),888,ESS_R01_2002_ENG_SOURCE_104,ESS_R01_2002_GER_DE_106
D13,RESPONSE, Extremely unimportant, äußerst unwichtig,0,ESS_R01_2002_ENG_SOURCE_105,ESS_R01_2002_GER_DE_107
D13,RESPONSE,1,1,1,ESS_R01_2002_ENG_SOURCE_105,ESS_R01_2002_GER_DE_107
D13,RESPONSE,2,2,2,ESS_R01_2002_ENG_SOURCE_105,ESS_R01_2002_GER_DE_107
D13,RESPONSE,3,3,3,ESS_R01_2002_ENG_SOURCE_105,ESS_R01_2002_GER_DE_107
D13,RESPONSE,4,4,4,ESS_R01_2002_ENG_SOURCE_105,ESS_R01_2002_GER_DE_107
D13,RESPONSE,5,5,5,ESS_R01_2002_ENG_SOURCE_105,ESS_R01_2002_GER_DE_107
D13,RESPONSE,6,6,6,ESS_R01_2002_ENG_SOURCE_105,ESS_R01_2002_GER_DE_107
D13,RESPONSE,7,7,7,ESS_R01_2002_ENG_SOURCE_105,ESS_R01_2002_GER_DE_107
D13,RESPONSE,8,8,8,ESS_R01_2002_ENG_SOURCE_105,ESS_R01_2002_GER_DE_107
D13,RESPONSE,9,9,9,ESS_R01_2002_ENG_SOURCE_105,ESS_R01_2002_GER_DE_107
D13,RESPONSE, Extremely important, äußerst wichtig,10,ESS_R01_2002_ENG_SOURCE_105,ESS_R01_2002_GER_DE_107
D13,RESPONSE, (Don't know),(Weiß nicht),888,ESS_R01_2002_ENG_SOURCE_105,ESS_R01_2002_GER_DE_107
D14,RESPONSE, Extremely unimportant, äußerst unwichtig,0,ESS_R01_2002_ENG_SOURCE_106,ESS_R01_2002_GER_DE_108
D14,RESPONSE,1,1,1,ESS_R01_2002_ENG_SOURCE_106,ESS_R01_2002_GER_DE_108
D14,RESPONSE,2,2,2,ESS_R01_2002_ENG_SOURCE_106,ESS_R01_2002_GER_DE_108
D14,RESPONSE,3,3,3,ESS_R01_2002_ENG_SOURCE_106,ESS_R01_2002_GER_DE_108
D14,RESPONSE,4,4,4,ESS_R01_2002_ENG_SOURCE_106,ESS_R01_2002_GER_DE_108
D14,RESPONSE,5,5,5,ESS_R01_2002_ENG_SOURCE_106,ESS_R01_2002_GER_DE_108
D14,RESPONSE,6,6,6,ESS_R01_2002_ENG_SOURCE_106,ESS_R01_2002_GER_DE_108
D14,RESPONSE,7,7,7,ESS_R01_2002_ENG_SOURCE_106,ESS_R01_2002_GER_DE_108
D14,RESPONSE,8,8,8,ESS_R01_2002_ENG_SOURCE_106,ESS_R01_2002_GER_DE_108
D14,RESPONSE,9,9,9,ESS_R01_2002_ENG_SOURCE_106,ESS_R01_2002_GER_DE_108
D14,RESPONSE, Extremely important, äußerst wichtig,10,ESS_R01_2002_ENG_SOURCE_106,ESS_R01_2002_GER_DE_108
D14,RESPONSE, (Don't know),(Weiß nicht),888,ESS_R01_2002_ENG_SOURCE_106,ESS_R01_2002_GER_DE_108
D15,REQUEST,be wealthy?,...wohlhabend ist?,,ESS_R01_2002_ENG_SOURCE_107,ESS_R01_2002_GER_DE_109
D15,RESPONSE, Extremely unimportant, äußerst unwichtig,0,ESS_R01_2002_ENG_SOURCE_107,ESS_R01_2002_GER_DE_109
D15,RESPONSE,1,1,1,ESS_R01_2002_ENG_SOURCE_107,ESS_R01_2002_GER_DE_109
D15,RESPONSE,2,2,2,ESS_R01_2002_ENG_SOURCE_107,ESS_R01_2002_GER_DE_109
D15,RESPONSE,3,3,3,ESS_R01_2002_ENG_SOURCE_107,ESS_R01_2002_GER_DE_109
D15,RESPONSE,4,4,4,ESS_R01_2002_ENG_SOURCE_107,ESS_R01_2002_GER_DE_109
D15,RESPONSE,5,5,5,ESS_R01_2002_ENG_SOURCE_107,ESS_R01_2002_GER_DE_109
D15,RESPONSE,6,6,6,ESS_R01_2002_ENG_SOURCE_107,ESS_R01_2002_GER_DE_109
D15,RESPONSE,7,7,7,ESS_R01_2002_ENG_SOURCE_107,ESS_R01_2002_GER_DE_109
D15,RESPONSE,8,8,8,ESS_R01_2002_ENG_SOURCE_107,ESS_R01_2002_GER_DE_109
D15,RESPONSE,9,9,9,ESS_R01_2002_ENG_SOURCE_107,ESS_R01_2002_GER_DE_109
D15,RESPONSE, Extremely important, äußerst wichtig,10,ESS_R01_2002_ENG_SOURCE_107,ESS_R01_2002_GER_DE_109
D15,RESPONSE, (Don't know),(Weiß nicht),888,ESS_R01_2002_ENG_SOURCE_107,ESS_R01_2002_GER_DE_109
D16,REQUEST,have work skills that country needs?,"...berufliche Fähigkeiten hat, die man in Deutschland braucht?",,ESS_R01_2002_ENG_SOURCE_108,ESS_R01_2002_GER_DE_110
D16,RESPONSE, Extremely unimportant, äußerst unwichtig,0,ESS_R01_2002_ENG_SOURCE_108,ESS_R01_2002_GER_DE_110
D16,RESPONSE,1,1,1,ESS_R01_2002_ENG_SOURCE_108,ESS_R01_2002_GER_DE_110
D16,RESPONSE,2,2,2,ESS_R01_2002_ENG_SOURCE_108,ESS_R01_2002_GER_DE_110
D16,RESPONSE,3,3,3,ESS_R01_2002_ENG_SOURCE_108,ESS_R01_2002_GER_DE_110
D16,RESPONSE,4,4,4,ESS_R01_2002_ENG_SOURCE_108,ESS_R01_2002_GER_DE_110
D16,RESPONSE,5,5,5,ESS_R01_2002_ENG_SOURCE_108,ESS_R01_2002_GER_DE_110
D16,RESPONSE,6,6,6,ESS_R01_2002_ENG_SOURCE_108,ESS_R01_2002_GER_DE_110
D16,RESPONSE,7,7,7,ESS_R01_2002_ENG_SOURCE_108,ESS_R01_2002_GER_DE_110
D16,RESPONSE,8,8,8,ESS_R01_2002_ENG_SOURCE_108,ESS_R01_2002_GER_DE_110
D16,RESPONSE,9,9,9,ESS_R01_2002_ENG_SOURCE_108,ESS_R01_2002_GER_DE_110
D16,RESPONSE, Extremely important, äußerst wichtig,10,ESS_R01_2002_ENG_SOURCE_108,ESS_R01_2002_GER_DE_110
D16,RESPONSE, (Don't know),(Weiß nicht),888,ESS_R01_2002_ENG_SOURCE_108,ESS_R01_2002_GER_DE_110
D17,REQUEST,be committed to the way of life in country?,"...bereit ist, die Lebensweise in Deutschland anzunehmen?",,ESS_R01_2002_ENG_SOURCE_109,ESS_R01_2002_GER_DE_111
D17,RESPONSE, Extremely unimportant, äußerst unwichtig,0,ESS_R01_2002_ENG_SOURCE_109,ESS_R01_2002_GER_DE_111
D17,RESPONSE,1,1,1,ESS_R01_2002_ENG_SOURCE_109,ESS_R01_2002_GER_DE_111
D17,RESPONSE,2,2,2,ESS_R01_2002_ENG_SOURCE_109,ESS_R01_2002_GER_DE_111
D17,RESPONSE,3,3,3,ESS_R01_2002_ENG_SOURCE_109,ESS_R01_2002_GER_DE_111
D17,RESPONSE,4,4,4,ESS_R01_2002_ENG_SOURCE_109,ESS_R01_2002_GER_DE_111
D17,RESPONSE,5,5,5,ESS_R01_2002_ENG_SOURCE_109,ESS_R01_2002_GER_DE_111
D17,RESPONSE,6,6,6,ESS_R01_2002_ENG_SOURCE_109,ESS_R01_2002_GER_DE_111
D17,RESPONSE,7,7,7,ESS_R01_2002_ENG_SOURCE_109,ESS_R01_2002_GER_DE_111
D17,RESPONSE,8,8,8,ESS_R01_2002_ENG_SOURCE_109,ESS_R01_2002_GER_DE_111
D17,RESPONSE,9,9,9,ESS_R01_2002_ENG_SOURCE_109,ESS_R01_2002_GER_DE_111
D17,RESPONSE, Extremely important, äußerst wichtig,10,ESS_R01_2002_ENG_SOURCE_109,ESS_R01_2002_GER_DE_111
D17,RESPONSE, (Don't know),(Weiß nicht),888,ESS_R01_2002_ENG_SOURCE_109,ESS_R01_2002_GER_DE_111
D18,INSTRUCTION,,Interviewer BITTE VORLESEN,,,ESS_R01_2002_GER_DE_112
D18,REQUEST,"Using this card, please say how much you agree or disagree with each of the following statements.","Benutzen Sie Liste 26 und sagen Sie mir bitte, wie sehr Sie jeder der folgenden Aussagen zustimmen oder wie sehr Sie diese ablehnen.",,ESS_R01_2002_ENG_SOURCE_110,ESS_R01_2002_GER_DE_112
D18,REQUEST,Average wages and salaries are generally brought down by people coming to live and work here,"Im Allgemeinen sinken die durchschnittlichen Löhne und Gehälter durch Zuwanderer, die nach Deutschland kommen.",,ESS_R01_2002_ENG_SOURCE_110,ESS_R01_2002_GER_DE_112
D18,REQUEST,Firstly...,,,ESS_R01_2002_ENG_SOURCE_110,
D18,RESPONSE,Agree,stimme stark zu,1,ESS_R01_2002_ENG_SOURCE_110,ESS_R01_2002_GER_DE_112
D18,RESPONSE,Agree strongly,stimme zu,2,ESS_R01_2002_ENG_SOURCE_110,ESS_R01_2002_GER_DE_112
D18,RESPONSE,Neither agree nor disagree,weder noch,3,ESS_R01_2002_ENG_SOURCE_110,ESS_R01_2002_GER_DE_112
D18,RESPONSE,Disagree,lehne ab,4,ESS_R01_2002_ENG_SOURCE_110,ESS_R01_2002_GER_DE_112
D18,RESPONSE,Disagree strongly,lehne stark ab,5,ESS_R01_2002_ENG_SOURCE_110,ESS_R01_2002_GER_DE_112
D18,RESPONSE,(Don't know),(Weiß nicht),888,ESS_R01_2002_ENG_SOURCE_110,ESS_R01_2002_GER_DE_112
D19,REQUEST,People who come to live and work here generally harm the economic prospects of the poor more than the rich,"Im Allgemeinen schaden Zuwanderer, die nach Deutschland kommen, den Armen wirtschaftlich mehr als den Reichen.",,ESS_R01_2002_ENG_SOURCE_111,ESS_R01_2002_GER_DE_113
D19,RESPONSE,Agree,stimme stark zu,1,ESS_R01_2002_ENG_SOURCE_111,ESS_R01_2002_GER_DE_113
D19,RESPONSE,Agree strongly,stimme zu,2,ESS_R01_2002_ENG_SOURCE_111,ESS_R01_2002_GER_DE_113
D19,RESPONSE,Neither agree nor disagree,weder noch,3,ESS_R01_2002_ENG_SOURCE_111,ESS_R01_2002_GER_DE_113
D19,RESPONSE,Disagree,lehne ab,4,ESS_R01_2002_ENG_SOURCE_111,ESS_R01_2002_GER_DE_113
D19,RESPONSE,Disagree strongly,lehne stark ab,5,ESS_R01_2002_ENG_SOURCE_111,ESS_R01_2002_GER_DE_113
D19,RESPONSE,(Don't know),(Weiß nicht),888,ESS_R01_2002_ENG_SOURCE_111,ESS_R01_2002_GER_DE_113
D20,REQUEST,People who come to live and work here help to fill jobs where there are shortages of workers,"Zuwanderer, die nach Deutschland kommen, helfen solche Arbeitsplätze zu besetzen, für die es einen Mangel an Arbeitskräften gibt.",,ESS_R01_2002_ENG_SOURCE_112,ESS_R01_2002_GER_DE_114
D20,RESPONSE,Agree,stimme stark zu,1,ESS_R01_2002_ENG_SOURCE_112,ESS_R01_2002_GER_DE_114
D20,RESPONSE,Agree strongly,stimme zu,2,ESS_R01_2002_ENG_SOURCE_112,ESS_R01_2002_GER_DE_114
D20,RESPONSE,Neither agree nor disagree,weder noch,3,ESS_R01_2002_ENG_SOURCE_112,ESS_R01_2002_GER_DE_114
D20,RESPONSE,Disagree,lehne ab,4,ESS_R01_2002_ENG_SOURCE_112,ESS_R01_2002_GER_DE_114
D20,RESPONSE,Disagree strongly,lehne stark ab,5,ESS_R01_2002_ENG_SOURCE_112,ESS_R01_2002_GER_DE_114
D20,RESPONSE,(Don't know),(Weiß nicht),888,ESS_R01_2002_ENG_SOURCE_112,ESS_R01_2002_GER_DE_114
D21,REQUEST,"If people who have come to live and work here are unemployed for a long period, they should be made to leave","Wenn Zuwanderer, die nach Deutschland kommen, lange Zeit arbeitslos sind, dann müssen sie das Land wieder verlassen.",,ESS_R01_2002_ENG_SOURCE_113,ESS_R01_2002_GER_DE_115
D21,RESPONSE,Agree,stimme stark zu,1,ESS_R01_2002_ENG_SOURCE_113,ESS_R01_2002_GER_DE_115
D21,RESPONSE,Agree strongly,stimme zu,2,ESS_R01_2002_ENG_SOURCE_113,ESS_R01_2002_GER_DE_115
D21,RESPONSE,Neither agree nor disagree,weder noch,3,ESS_R01_2002_ENG_SOURCE_113,ESS_R01_2002_GER_DE_115
D21,RESPONSE,Disagree,lehne ab,4,ESS_R01_2002_ENG_SOURCE_113,ESS_R01_2002_GER_DE_115
D21,RESPONSE,Disagree strongly,lehne stark ab,5,ESS_R01_2002_ENG_SOURCE_113,ESS_R01_2002_GER_DE_115
D21,RESPONSE,(Don't know),(Weiß nicht),888,ESS_R01_2002_ENG_SOURCE_113,ESS_R01_2002_GER_DE_115
D22,REQUEST,People who have come to live here should be given the same rights as everyone else,"Zuwanderer, die nach Deutschland kommen, sollten dieselben Rechte bekommen wie alle anderen.",,ESS_R01_2002_ENG_SOURCE_114,ESS_R01_2002_GER_DE_116
D22,RESPONSE,Agree,stimme stark zu,1,ESS_R01_2002_ENG_SOURCE_114,ESS_R01_2002_GER_DE_116
D22,RESPONSE,Agree strongly,stimme zu,2,ESS_R01_2002_ENG_SOURCE_114,ESS_R01_2002_GER_DE_116
D22,RESPONSE,Neither agree nor disagree,weder noch,3,ESS_R01_2002_ENG_SOURCE_114,ESS_R01_2002_GER_DE_116
D22,RESPONSE,Disagree,lehne ab,4,ESS_R01_2002_ENG_SOURCE_114,ESS_R01_2002_GER_DE_116
D22,RESPONSE,Disagree strongly,lehne stark ab,5,ESS_R01_2002_ENG_SOURCE_114,ESS_R01_2002_GER_DE_116
D22,RESPONSE,(Don't know),(Weiß nicht),888,ESS_R01_2002_ENG_SOURCE_114,ESS_R01_2002_GER_DE_116
D23,REQUEST,"If people who have come to live here commit a serious crime, they should be made to leave","Wenn Zuwanderer, die nach Deutschland kommen, eine schwere Straftat begehen, dann müssen sie das Land wieder verlassen.",,ESS_R01_2002_ENG_SOURCE_115,ESS_R01_2002_GER_DE_117
D23,RESPONSE,Agree,stimme stark zu,1,ESS_R01_2002_ENG_SOURCE_115,ESS_R01_2002_GER_DE_117
D23,RESPONSE,Agree strongly,stimme zu,2,ESS_R01_2002_ENG_SOURCE_115,ESS_R01_2002_GER_DE_117
D23,RESPONSE,Neither agree nor disagree,weder noch,3,ESS_R01_2002_ENG_SOURCE_115,ESS_R01_2002_GER_DE_117
D23,RESPONSE,Disagree,lehne ab,4,ESS_R01_2002_ENG_SOURCE_115,ESS_R01_2002_GER_DE_117
D23,RESPONSE,Disagree strongly,lehne stark ab,5,ESS_R01_2002_ENG_SOURCE_115,ESS_R01_2002_GER_DE_117
D23,RESPONSE,(Don't know),(Weiß nicht),888,ESS_R01_2002_ENG_SOURCE_115,ESS_R01_2002_GER_DE_117
D24,REQUEST,"If people who have come to live here commit any crime, they should be made to leave","Wenn Zuwanderer, die nach Deutschland kommen, irgendeine Straftat begehen, dann müssen sie das Land wieder verlassen.",,ESS_R01_2002_ENG_SOURCE_116,ESS_R01_2002_GER_DE_118
D24,RESPONSE,Agree,stimme stark zu,1,ESS_R01_2002_ENG_SOURCE_116,ESS_R01_2002_GER_DE_118
D24,RESPONSE,Agree strongly,stimme zu,2,ESS_R01_2002_ENG_SOURCE_116,ESS_R01_2002_GER_DE_118
D24,RESPONSE,Neither agree nor disagree,weder noch,3,ESS_R01_2002_ENG_SOURCE_116,ESS_R01_2002_GER_DE_118
D24,RESPONSE,Disagree,lehne ab,4,ESS_R01_2002_ENG_SOURCE_116,ESS_R01_2002_GER_DE_118
D24,RESPONSE,Disagree strongly,lehne stark ab,5,ESS_R01_2002_ENG_SOURCE_116,ESS_R01_2002_GER_DE_118
D24,RESPONSE,(Don't know),(Weiß nicht),888,ESS_R01_2002_ENG_SOURCE_116,ESS_R01_2002_GER_DE_118
D25,INSTRUCTION,,Bitte benutzen Sie dazu Liste 27.,,,ESS_R01_2002_GER_DE_119
D25,REQUEST,"Using this card, would you say that people who come to live here generally take jobs away from workers in country, or generally help to create new jobs?","Was würden Sie sagen, nehmen Zuwanderer, die hierher kommen, im Allgemeinen Arbeitnehmern in Deutschland die Arbeitsplätze weg oder helfen sie im Allgemeinen, neue Arbeitsplätze zu schaffen?",,ESS_R01_2002_ENG_SOURCE_117,ESS_R01_2002_GER_DE_119
D25,RESPONSE, Take jobs away, nehmen Arbeitsplätze weg,0,ESS_R01_2002_ENG_SOURCE_117,ESS_R01_2002_GER_DE_119
D25,RESPONSE,1,1,1,ESS_R01_2002_ENG_SOURCE_117,ESS_R01_2002_GER_DE_119
D25,RESPONSE,2,2,2,ESS_R01_2002_ENG_SOURCE_117,ESS_R01_2002_GER_DE_119
D25,RESPONSE,3,3,3,ESS_R01_2002_ENG_SOURCE_117,ESS_R01_2002_GER_DE_119
D25,RESPONSE,4,4,4,ESS_R01_2002_ENG_SOURCE_117,ESS_R01_2002_GER_DE_119
D25,RESPONSE,5,5,5,ESS_R01_2002_ENG_SOURCE_117,ESS_R01_2002_GER_DE_119
D25,RESPONSE,6,6,6,ESS_R01_2002_ENG_SOURCE_117,ESS_R01_2002_GER_DE_119
D25,RESPONSE,7,7,7,ESS_R01_2002_ENG_SOURCE_117,ESS_R01_2002_GER_DE_119
D25,RESPONSE,8,8,8,ESS_R01_2002_ENG_SOURCE_117,ESS_R01_2002_GER_DE_119
D25,RESPONSE,9,9,9,ESS_R01_2002_ENG_SOURCE_117,ESS_R01_2002_GER_DE_119
D25,RESPONSE, Create new jobs, schaffen neue Arbeitsplätze,10,ESS_R01_2002_ENG_SOURCE_117,ESS_R01_2002_GER_DE_119
D25,RESPONSE, (Don't know),(Weiß nicht),888,ESS_R01_2002_ENG_SOURCE_117,ESS_R01_2002_GER_DE_119
D26,INSTRUCTION,Please use this card.,Bitte benutzen Sie Liste 28.,,ESS_R01_2002_ENG_SOURCE_118,ESS_R01_2002_GER_DE_120
D26,REQUEST,Most people who come to live here work and pay taxes.,"Die meisten Zuwanderer, die hierher kommen, arbeiten und zahlen Steuern.",,ESS_R01_2002_ENG_SOURCE_118,ESS_R01_2002_GER_DE_120
D26,REQUEST,They also use health and welfare services.,Sie nehmen außerdem das Gesundheitssystem und Sozialleistungen in Anspruch.,,ESS_R01_2002_ENG_SOURCE_118,ESS_R01_2002_GER_DE_120
D26,REQUEST,"On balance, do you think people who come here take out more than they put in or put in more than they take out?","Wenn Sie abwägen, denken Sie, dass Zuwanderer mehr bekommen als sie geben, oder mehr geben, als sie bekommen?",,ESS_R01_2002_ENG_SOURCE_118,ESS_R01_2002_GER_DE_120
D26,RESPONSE, Generally take out more, im Allgemeinen bekommen sie mehr,0,ESS_R01_2002_ENG_SOURCE_118,ESS_R01_2002_GER_DE_120
D26,RESPONSE,1,1,1,ESS_R01_2002_ENG_SOURCE_118,ESS_R01_2002_GER_DE_120
D26,RESPONSE,2,2,2,ESS_R01_2002_ENG_SOURCE_118,ESS_R01_2002_GER_DE_120
D26,RESPONSE,3,3,3,ESS_R01_2002_ENG_SOURCE_118,ESS_R01_2002_GER_DE_120
D26,RESPONSE,4,4,4,ESS_R01_2002_ENG_SOURCE_118,ESS_R01_2002_GER_DE_120
D26,RESPONSE,5,5,5,ESS_R01_2002_ENG_SOURCE_118,ESS_R01_2002_GER_DE_120
D26,RESPONSE,6,6,6,ESS_R01_2002_ENG_SOURCE_118,ESS_R01_2002_GER_DE_120
D26,RESPONSE,7,7,7,ESS_R01_2002_ENG_SOURCE_118,ESS_R01_2002_GER_DE_120
D26,RESPONSE,8,8,8,ESS_R01_2002_ENG_SOURCE_118,ESS_R01_2002_GER_DE_120
D26,RESPONSE,9,9,9,ESS_R01_2002_ENG_SOURCE_118,ESS_R01_2002_GER_DE_120
D26,RESPONSE, Generally put in more, im Allgemeinen geben sie mehr,10,ESS_R01_2002_ENG_SOURCE_118,ESS_R01_2002_GER_DE_120
D26,RESPONSE, (Don't know),(Weiß nicht),888,ESS_R01_2002_ENG_SOURCE_118,ESS_R01_2002_GER_DE_120
D27,INSTRUCTION,Please use this card.,Bitte benutzen Sie Liste 29.,,ESS_R01_2002_ENG_SOURCE_119,ESS_R01_2002_GER_DE_121
D27,REQUEST,Would you say it is generally bad or good for country's economy that people come to live here from other countries?,"Was würden Sie sagen, ist es im Allgemeinen gut oder schlecht für die deutsche Wirtschaft, dass Zuwanderer hierher kommen?",,ESS_R01_2002_ENG_SOURCE_119,ESS_R01_2002_GER_DE_121
D27,RESPONSE, Bad for the economy, schlecht für die Wirtschaft,0,ESS_R01_2002_ENG_SOURCE_119,ESS_R01_2002_GER_DE_121
D27,RESPONSE,1,1,1,ESS_R01_2002_ENG_SOURCE_119,ESS_R01_2002_GER_DE_121
D27,RESPONSE,2,2,2,ESS_R01_2002_ENG_SOURCE_119,ESS_R01_2002_GER_DE_121
D27,RESPONSE,3,3,3,ESS_R01_2002_ENG_SOURCE_119,ESS_R01_2002_GER_DE_121
D27,RESPONSE,4,4,4,ESS_R01_2002_ENG_SOURCE_119,ESS_R01_2002_GER_DE_121
D27,RESPONSE,5,5,5,ESS_R01_2002_ENG_SOURCE_119,ESS_R01_2002_GER_DE_121
D27,RESPONSE,6,6,6,ESS_R01_2002_ENG_SOURCE_119,ESS_R01_2002_GER_DE_121
D27,RESPONSE,7,7,7,ESS_R01_2002_ENG_SOURCE_119,ESS_R01_2002_GER_DE_121
D27,RESPONSE,8,8,8,ESS_R01_2002_ENG_SOURCE_119,ESS_R01_2002_GER_DE_121
D27,RESPONSE,9,9,9,ESS_R01_2002_ENG_SOURCE_119,ESS_R01_2002_GER_DE_121
D27,RESPONSE, Good for the economy, gut für die Wirtschaft,10,ESS_R01_2002_ENG_SOURCE_119,ESS_R01_2002_GER_DE_121
D27,RESPONSE, (Don't know),(Weiß nicht),888,ESS_R01_2002_ENG_SOURCE_119,ESS_R01_2002_GER_DE_121
D28,REQUEST,"And, using this card, would you say that country's cultural life is generally undermined or enriched by people coming to live here from other countries?","Und, wenn Sie Liste 30 benutzen, würden Sie sagen, dass das kulturelle Leben in Deutschland im Allgemeinen durch Zuwanderer untergraben oder bereichert wird?",,ESS_R01_2002_ENG_SOURCE_120,ESS_R01_2002_GER_DE_122
D28,RESPONSE, Cultural life undermined, kulturelles Leben wird untergraben,0,ESS_R01_2002_ENG_SOURCE_120,ESS_R01_2002_GER_DE_122
D28,RESPONSE,1,1,1,ESS_R01_2002_ENG_SOURCE_120,ESS_R01_2002_GER_DE_122
D28,RESPONSE,2,2,2,ESS_R01_2002_ENG_SOURCE_120,ESS_R01_2002_GER_DE_122
D28,RESPONSE,3,3,3,ESS_R01_2002_ENG_SOURCE_120,ESS_R01_2002_GER_DE_122
D28,RESPONSE,4,4,4,ESS_R01_2002_ENG_SOURCE_120,ESS_R01_2002_GER_DE_122
D28,RESPONSE,5,5,5,ESS_R01_2002_ENG_SOURCE_120,ESS_R01_2002_GER_DE_122
D28,RESPONSE,6,6,6,ESS_R01_2002_ENG_SOURCE_120,ESS_R01_2002_GER_DE_122
D28,RESPONSE,7,7,7,ESS_R01_2002_ENG_SOURCE_120,ESS_R01_2002_GER_DE_122
D28,RESPONSE,8,8,8,ESS_R01_2002_ENG_SOURCE_120,ESS_R01_2002_GER_DE_122
D28,RESPONSE,9,9,9,ESS_R01_2002_ENG_SOURCE_120,ESS_R01_2002_GER_DE_122
D28,RESPONSE, Cultural life enriched, kulturelles Leben wird bereichert,10,ESS_R01_2002_ENG_SOURCE_120,ESS_R01_2002_GER_DE_122
D28,RESPONSE, (Don't know),(Weiß nicht),888,ESS_R01_2002_ENG_SOURCE_120,ESS_R01_2002_GER_DE_122
D29,INSTRUCTION,Please use this card.,Bitte benutzen Sie Liste 31.,,ESS_R01_2002_ENG_SOURCE_121,ESS_R01_2002_GER_DE_123
D29,RESPONSE, Worse place to live, wird zu einem schlechteren Ort zum Leben,0,ESS_R01_2002_ENG_SOURCE_121,ESS_R01_2002_GER_DE_123
D29,RESPONSE,1,1,1,ESS_R01_2002_ENG_SOURCE_121,ESS_R01_2002_GER_DE_123
D29,RESPONSE,2,2,2,ESS_R01_2002_ENG_SOURCE_121,ESS_R01_2002_GER_DE_123
D29,RESPONSE,3,3,3,ESS_R01_2002_ENG_SOURCE_121,ESS_R01_2002_GER_DE_123
D29,RESPONSE,4,4,4,ESS_R01_2002_ENG_SOURCE_121,ESS_R01_2002_GER_DE_123
D29,RESPONSE,5,5,5,ESS_R01_2002_ENG_SOURCE_121,ESS_R01_2002_GER_DE_123
D29,RESPONSE,6,6,6,ESS_R01_2002_ENG_SOURCE_121,ESS_R01_2002_GER_DE_123
D29,RESPONSE,7,7,7,ESS_R01_2002_ENG_SOURCE_121,ESS_R01_2002_GER_DE_123
D29,RESPONSE,8,8,8,ESS_R01_2002_ENG_SOURCE_121,ESS_R01_2002_GER_DE_123
D29,RESPONSE,9,9,9,ESS_R01_2002_ENG_SOURCE_121,ESS_R01_2002_GER_DE_123
D29,RESPONSE, Better place to live, wird zu einem besseren Ort zum Leben,10,ESS_R01_2002_ENG_SOURCE_121,ESS_R01_2002_GER_DE_123
D29,RESPONSE, (Don't know),(Weiß nicht),888,ESS_R01_2002_ENG_SOURCE_121,ESS_R01_2002_GER_DE_123
D30,INSTRUCTION,Please use this card.,Bitte benutzen Sie Liste 32.,,ESS_R01_2002_ENG_SOURCE_122,ESS_R01_2002_GER_DE_124
D30,RESPONSE, Crime problems made worse, Probleme mit der Kriminalität nehmen zu,0,ESS_R01_2002_ENG_SOURCE_122,ESS_R01_2002_GER_DE_124
D30,RESPONSE,1,1,1,ESS_R01_2002_ENG_SOURCE_122,ESS_R01_2002_GER_DE_124
D30,RESPONSE,2,2,2,ESS_R01_2002_ENG_SOURCE_122,ESS_R01_2002_GER_DE_124
D30,RESPONSE,3,3,3,ESS_R01_2002_ENG_SOURCE_122,ESS_R01_2002_GER_DE_124
D30,RESPONSE,4,4,4,ESS_R01_2002_ENG_SOURCE_122,ESS_R01_2002_GER_DE_124
D30,RESPONSE,5,5,5,ESS_R01_2002_ENG_SOURCE_122,ESS_R01_2002_GER_DE_124
D30,RESPONSE,6,6,6,ESS_R01_2002_ENG_SOURCE_122,ESS_R01_2002_GER_DE_124
D30,RESPONSE,7,7,7,ESS_R01_2002_ENG_SOURCE_122,ESS_R01_2002_GER_DE_124
D30,RESPONSE,8,8,8,ESS_R01_2002_ENG_SOURCE_122,ESS_R01_2002_GER_DE_124
D30,RESPONSE,9,9,9,ESS_R01_2002_ENG_SOURCE_122,ESS_R01_2002_GER_DE_124
